Domain,Pairs,pairwise.r
scenes val.,UR,0.834
scenes val.,UR,0.654
scenes val.,UR,0.751
scenes val.,UR,0.522
scenes val.,UR,0.801
scenes val.,UR,0.752
scenes val.,UR,0.529
scenes val.,UR,0.785
scenes val.,UR,0.787
scenes val.,UR,0.548
scenes val.,UR,0.82
scenes val.,UR,0.773
scenes val.,UR,0.526
scenes val.,UR,0.718
scenes val.,UR,0.823
scenes val.,UR,0.823
scenes val.,UR,0.828
scenes val.,UR,0.372
scenes val.,UR,0.689
scenes val.,UR,0.831
scenes val.,UR,0.851
scenes val.,UR,0.576
scenes val.,UR,0.645
scenes val.,UR,0.517
scenes val.,UR,0.726
scenes val.,UR,0.519
scenes val.,UR,0.867
scenes val.,UR,0.774
scenes val.,UR,0.68
scenes val.,UR,0.631
scenes val.,UR,0.879
scenes val.,UR,0.64
scenes val.,UR,0.655
scenes val.,UR,0.587
scenes val.,UR,0.872
scenes val.,UR,0.656
scenes val.,UR,0.683
scenes val.,UR,0.751
scenes val.,UR,0.638
scenes val.,UR,0.535
scenes val.,UR,0.692
scenes val.,UR,0.619
scenes val.,UR,0.509
scenes val.,UR,0.576
scenes val.,UR,0.559
scenes val.,UR,0.632
scenes val.,UR,0.387
scenes val.,UR,0.752
scenes val.,UR,0.897
scenes val.,UR,0.652
scenes val.,UR,0.8
scenes val.,UR,0.746
scenes val.,UR,0.492
scenes val.,UR,0.636
scenes val.,UR,0.763
scenes val.,UR,0.555
scenes val.,UR,0.517
scenes val.,UR,0.828
scenes val.,UR,0.55
scenes val.,UR,0.766
scenes val.,UR,0.731
scenes val.,UR,0.839
scenes val.,UR,0.755
scenes val.,UR,0.754
scenes val.,UR,0.683
scenes val.,UR,0.363
scenes val.,UR,0.618
scenes val.,UR,0.641
scenes val.,UR,0.779
scenes val.,UR,0.73
scenes val.,UR,0.878
scenes val.,UR,0.803
scenes val.,UR,0.747
scenes val.,UR,0.883
scenes val.,UR,0.768
scenes val.,UR,0.727
scenes val.,UR,0.871
scenes val.,UR,0.845
scenes val.,UR,0.829
scenes val.,UR,0.783
scenes val.,UR,0.832
scenes val.,UR,0.668
scenes val.,UR,0.729
scenes val.,UR,0.521
scenes val.,UR,0.775
scenes val.,UR,0.704
scenes val.,UR,0.777
scenes val.,UR,0.621
scenes val.,UR,0.822
scenes val.,UR,0.858
scenes val.,UR,0.81
scenes val.,UR,0.753
scenes val.,UR,0.688
scenes val.,UR,0.645
scenes val.,UR,0.675
scenes val.,UR,0.664
scenes val.,UR,0.823
scenes val.,UR,0.761
scenes val.,UR,0.882
scenes val.,UR,0.667
scenes val.,UR,0.827
scenes val.,UR,0.578
scenes val.,UR,0.772
scenes val.,UR,0.696
scenes val.,UR,0.787
scenes val.,UR,0.673
scenes val.,UR,0.807
scenes val.,UR,0.567
scenes val.,UR,0.758
scenes val.,UR,0.599
scenes val.,UR,0.61
scenes val.,UR,0.794
scenes val.,UR,0.593
scenes val.,UR,0.599
scenes val.,UR,0.805
scenes val.,UR,0.477
scenes val.,UR,0.58
scenes val.,UR,0.667
scenes val.,UR,0.557
scenes val.,UR,0.586
scenes val.,UR,0.661
scenes val.,UR,0.826
scenes val.,UR,0.748
scenes val.,UR,0.598
